city,year,TMAX,TMIN,TAVG,TMAX_EXTREME,TMIN_EXTREME,PRCP_SUM
Atlanta,1960,21.401912568306013,10.750273224043715,16.076092896174863,35.6,-12.2,1171.7
Atlanta,1961,21.155616438356166,10.151232876712328,15.653424657534247,33.3,-12.2,1489.0
Atlanta,1962,21.415890410958905,10.054794520547945,15.735342465753426,34.4,-17.2,1215.2
Atlanta,1963,20.941917808219177,9.803287671232876,15.372602739726027,34.4,-19.4,1405.6
Atlanta,1964,21.159016393442624,10.492349726775956,15.82568306010929,36.7,-10.0,1528.3
Atlanta,1965,21.444109589041098,10.500821917808219,15.972465753424657,33.3,-11.7,1074.1
Atlanta,1966,20.39643835616438,9.904109589041095,15.150273972602738,35.6,-19.4,1431.3
Atlanta,1967,21.009315068493148,9.853150684931506,15.431232876712327,32.2,-12.8,1393.6
Atlanta,1968,21.163387978142076,9.435245901639345,15.29931693989071,36.7,-9.4,1241.5
Atlanta,1969,21.324109589041097,9.960821917808218,15.642465753424657,36.7,-12.2,1128.0
Atlanta,1970,22.184931506849313,10.733424657534247,16.45917808219178,36.7,-16.7,1073.6
Atlanta,1971,21.82109589041096,10.852602739726029,16.336849315068495,33.9,-11.1,1249.7
Atlanta,1972,21.524043715846997,10.53688524590164,16.03046448087432,34.4,-15.0,1286.3
Atlanta,1973,21.77205479452055,10.895342465753425,16.333698630136986,33.3,-8.9,1401.6
Atlanta,1974,22.32712328767123,11.133150684931506,16.730136986301368,33.3,-8.3,1202.1
Atlanta,1975,21.735616438356164,10.926301369863014,16.33095890410959,35.6,-10.6,1676.8
Atlanta,1976,21.12568306010929,9.021584699453552,15.07363387978142,34.4,-12.8,1168.2
Atlanta,1977,21.544109589041096,9.934246575342465,15.739178082191781,36.7,-17.2,1186.3
Atlanta,1978,22.013150684931507,10.122465753424658,16.067808219178083,35.6,-12.8,1050.6
Atlanta,1979,21.79342465753425,11.136438356164383,16.464931506849318,36.1,-12.2,1390.7
Atlanta,1980,23.029234972677596,11.686338797814207,17.3577868852459,40.6,-11.7,1192.8
Atlanta,1981,22.383561643835616,10.678082191780822,16.53082191780822,37.2,-12.8,1064.9
Atlanta,1982,22.056164383561644,11.266575342465753,16.661369863013697,34.4,-20.6,1428.8
Atlanta,1983,20.901095890410957,10.423287671232877,15.662191780821917,38.3,-17.8,1311.9
Atlanta,1984,21.915573770491804,11.295901639344264,16.605737704918035,36.1,-9.4,1407.1
Atlanta,1985,21.88876712328767,11.772602739726027,16.83068493150685,37.2,-22.2,1265.5
Atlanta,1986,23.286301369863015,11.98082191780822,17.633561643835616,38.9,-13.9,1029.2
Atlanta,1987,22.56821917808219,11.73041095890411,17.149315068493152,36.7,-8.9,1175.1
Atlanta,1988,22.35409836065574,11.264754098360655,16.809426229508198,37.2,-8.9,1165.0
Atlanta,1989,22.366301369863013,11.804109589041095,17.085205479452053,35.0,-14.4,1608.5
Atlanta,1990,23.983561643835618,12.675616438356165,18.329589041095893,37.2,-6.7,1462.4
Atlanta,1991,22.778630136986305,12.542191780821916,17.66041095890411,36.1,-10.6,1419.5
Atlanta,1992,21.739344262295084,11.493169398907105,16.616256830601095,35.6,-7.8,1527.3
Atlanta,1993,22.846027397260272,12.088219178082191,17.46712328767123,38.9,-7.8,1221.2
Atlanta,1994,23.09945205479452,12.708767123287672,17.904109589041095,35.0,-14.4,1525.4
Atlanta,1995,22.795616438356163,11.881369863013699,17.338493150684933,38.9,-10.6,1341.1
Atlanta,1996,22.653551912568307,11.52431693989071,17.088934426229507,37.2,-14.4,1133.3
Atlanta,1997,21.352054794520548,11.086027397260274,16.21904109589041,35.0,-9.4,1313.5
Atlanta,1998,22.558082191780823,12.390958904109588,17.474520547945204,35.0,-7.2,1172.9
Atlanta,1999,22.731232876712326,11.911780821917809,17.321506849315067,37.2,-10.6,987.7
Atlanta,2000,22.15792349726776,11.285792349726776,16.721857923497268,38.3,-10.6,904.0
Atlanta,2001,22.264931506849315,11.687123287671234,16.976027397260275,33.9,-8.3,976.0
Atlanta,2002,22.252328767123288,12.017260273972603,17.134794520547945,36.1,-7.8,1215.3
Atlanta,2003,21.546027397260275,11.551232876712328,16.5486301369863,33.3,-13.3,1344.3
Atlanta,2004,22.020491803278688,12.12622950819672,17.073360655737705,35.0,-8.9,1361.9
